date,product_id,product_name,category,units_sold,day_of_week,week_number,month
2026-01-20,PROD-004,Notebook A5,Stationery,228,Tuesday,4,2026-01
2026-01-21,PROD-004,Notebook A5,Stationery,226,Wednesday,4,2026-01
2026-01-22,PROD-004,Notebook A5,Stationery,120,Thursday,4,2026-01
2026-01-23,PROD-004,Notebook A5,Stationery,98,Friday,4,2026-01
2026-01-24,PROD-004,Notebook A5,Stationery,102,Saturday,4,2026-01
2026-01-25,PROD-004,Notebook A5,Stationery,86,Sunday,4,2026-01
2026-01-26,PROD-004,Notebook A5,Stationery,131,Monday,5,2026-01
2026-01-27,PROD-004,Notebook A5,Stationery,146,Tuesday,5,2026-01
2026-01-28,PROD-004,Notebook A5,Stationery,137,Wednesday,5,2026-01
2026-01-29,PROD-004,Notebook A5,Stationery,105,Thursday,5,2026-01
2026-01-30,PROD-004,Notebook A5,Stationery,111,Friday,5,2026-01
2026-01-31,PROD-004,Notebook A5,Stationery,85,Saturday,5,2026-01
2026-02-01,PROD-004,Notebook A5,Stationery,71,Sunday,5,2026-02
2026-02-02,PROD-004,Notebook A5,Stationery,137,Monday,6,2026-02
2026-02-03,PROD-004,Notebook A5,Stationery,170,Tuesday,6,2026-02
2026-02-04,PROD-004,Notebook A5,Stationery,148,Wednesday,6,2026-02
2026-02-05,PROD-004,Notebook A5,Stationery,125,Thursday,6,2026-02
2026-02-06,PROD-004,Notebook A5,Stationery,125,Friday,6,2026-02
2025-08-10,PROD-005,Coffee Mug,Home,59,Sunday,32,2025-08
2025-08-11,PROD-005,Coffee Mug,Home,49,Monday,33,2025-08
2025-08-12,PROD-005,Coffee Mug,Home,43,Tuesday,33,2025-08
2025-08-13,PROD-005,Coffee Mug,Home,33,Wednesday,33,2025-08
2025-08-14,PROD-005,Coffee Mug,Home,38,Thursday,33,2025-08
2025-08-15,PROD-005,Coffee Mug,Home,49,Friday,33,2025-08
2025-08-16,PROD-005,Coffee Mug,Home,40,Saturday,33,2025-08
2025-08-17,PROD-005,Coffee Mug,Home,53,Sunday,33,2025-08
2025-08-18,PROD-005,Coffee Mug,Home,41,Monday,34,2025-08
2025-08-19,PROD-005,Coffee Mug,Home,47,Tuesday,34,2025-08
2025-08-20,PROD-005,Coffee Mug,Home,47,Wednesday,34,2025-08
2025-08-21,PROD-005,Coffee Mug,Home,48,Thursday,34,2025-08
2025-08-22,PROD-005,Coffee Mug,Home,45,Friday,34,2025-08
2025-08-23,PROD-005,Coffee Mug,Home,50,Saturday,34,2025-08
2025-08-24,PROD-005,Coffee Mug,Home,48,Sunday,34,2025-08
2025-08-25,PROD-005,Coffee Mug,Home,50,Monday,35,2025-08
2025-08-26,PROD-005,Coffee Mug,Home,52,Tuesday,35,2025-08
2025-08-27,PROD-005,Coffee Mug,Home,41,Wednesday,35,2025-08
2025-08-28,PROD-005,Coffee Mug,Home,26,Thursday,35,2025-08
2025-08-29,PROD-005,Coffee Mug,Home,48,Friday,35,2025-08
2025-08-30,PROD-005,Coffee Mug,Home,53,Saturday,35,2025-08
2025-08-31,PROD-005,Coffee Mug,Home,53,Sunday,35,2025-08
2025-09-01,PROD-005,Coffee Mug,Home,45,Monday,36,2025-09
2025-09-02,PROD-005,Coffee Mug,Home,49,Tuesday,36,2025-09
2025-09-03,PROD-005,Coffee Mug,Home,50,Wednesday,36,2025-09
2025-09-04,PROD-005,Coffee Mug,Home,48,Thursday,36,2025-09
2025-09-05,PROD-005,Coffee Mug,Home,49,Friday,36,2025-09
2025-09-06,PROD-005,Coffee Mug,Home,56,Saturday,36,2025-09
2025-09-07,PROD-005,Coffee Mug,Home,41,Sunday,36,2025-09
2025-09-08,PROD-005,Coffee Mug,Home,51,Monday,37,2025-09
2025-09-09,PROD-005,Coffee Mug,Home,48,Tuesday,37,2025-09
2025-09-10,PROD-005,Coffee Mug,Home,40,Wednesday,37,2025-09
2025-09-11,PROD-005,Coffee Mug,Home,49,Thursday,37,2025-09
2025-09-12,PROD-005,Coffee Mug,Home,43,Friday,37,2025-09
2025-09-13,PROD-005,Coffee Mug,Home,48,Saturday,37,2025-09
2025-09-14,PROD-005,Coffee Mug,Home,46,Sunday,37,2025-09
2025-09-15,PROD-005,Coffee Mug,Home,46,Monday,38,2025-09
2025-09-16,PROD-005,Coffee Mug,Home,40,Tuesday,38,2025-09
2025-09-17,PROD-005,Coffee Mug,Home,48,Wednesday,38,2025-09
2025-09-18,PROD-005,Coffee Mug,Home,42,Thursday,38,2025-09
2025-09-19,PROD-005,Coffee Mug,Home,41,Friday,38,2025-09
2025-09-20,PROD-005,Coffee Mug,Home,50,Saturday,38,2025-09
2025-09-21,PROD-005,Coffee Mug,Home,44,Sunday,38,2025-09
2025-09-22,PROD-005,Coffee Mug,Home,46,Monday,39,2025-09
2025-09-23,PROD-005,Coffee Mug,Home,46,Tuesday,39,2025-09
2025-09-24,PROD-005,Coffee Mug,Home,34,Wednesday,39,2025-09
2025-09-25,PROD-005,Coffee Mug,Home,46,Thursday,39,2025-09
2025-09-26,PROD-005,Coffee Mug,Home,32,Friday,39,2025-09
2025-09-27,PROD-005,Coffee Mug,Home,50,Saturday,39,2025-09
2025-09-28,PROD-005,Coffee Mug,Home,54,Sunday,39,2025-09
2025-09-29,PROD-005,Coffee Mug,Home,43,Monday,40,2025-09
2025-09-30,PROD-005,Coffee Mug,Home,27,Tuesday,40,2025-09
2025-10-01,PROD-005,Coffee Mug,Home,44,Wednesday,40,2025-10
2025-10-02,PROD-005,Coffee Mug,Home,50,Thursday,40,2025-10
2025-10-03,PROD-005,Coffee Mug,Home,36,Friday,40,2025-10
2025-10-04,PROD-005,Coffee Mug,Home,41,Saturday,40,2025-10
2025-10-05,PROD-005,Coffee Mug,Home,34,Sunday,40,2025-10
2025-10-06,PROD-005,Coffee Mug,Home,38,Monday,41,2025-10
2025-10-07,PROD-005,Coffee Mug,Home,43,Tuesday,41,2025-10
2025-10-08,PROD-005,Coffee Mug,Home,40,Wednesday,41,2025-10
2025-10-09,PROD-005,Coffee Mug,Home,52,Thursday,41,2025-10
2025-10-10,PROD-005,Coffee Mug,Home,36,Friday,41,2025-10
2025-10-11,PROD-005,Coffee Mug,Home,30,Saturday,41,2025-10
2025-10-12,PROD-005,Coffee Mug,Home,40,Sunday,41,2025-10
2025-10-13,PROD-005,Coffee Mug,Home,22,Monday,42,2025-10
2025-10-14,PROD-005,Coffee Mug,Home,32,Tuesday,42,2025-10
2025-10-15,PROD-005,Coffee Mug,Home,43,Wednesday,42,2025-10
2025-10-16,PROD-005,Coffee Mug,Home,36,Thursday,42,2025-10
2025-10-17,PROD-005,Coffee Mug,Home,35,Friday,42,2025-10
2025-10-18,PROD-005,Coffee Mug,Home,47,Saturday,42,2025-10
2025-10-19,PROD-005,Coffee Mug,Home,36,Sunday,42,2025-10
2025-10-20,PROD-005,Coffee Mug,Home,41,Monday,43,2025-10
2025-10-21,PROD-005,Coffee Mug,Home,35,Tuesday,43,2025-10
2025-10-22,PROD-005,Coffee Mug,Home,36,Wednesday,43,2025-10
2025-10-23,PROD-005,Coffee Mug,Home,28,Thursday,43,2025-10
2025-10-24,PROD-005,Coffee Mug,Home,32,Friday,43,2025-10
2025-10-25,PROD-005,Coffee Mug,Home,31,Saturday,43,2025-10
2025-10-26,PROD-005,Coffee Mug,Home,38,Sunday,43,2025-10
2025-10-27,PROD-005,Coffee Mug,Home,37,Monday,44,2025-10
2025-10-28,PROD-005,Coffee Mug,Home,29,Tuesday,44,2025-10
2025-10-29,PROD-005,Coffee Mug,Home,46,Wednesday,44,2025-10
2025-10-30,PROD-005,Coffee Mug,Home,36,Thursday,44,2025-10
2025-10-31,PROD-005,Coffee Mug,Home,35,Friday,44,2025-10
2025-11-01,PROD-005,Coffee Mug,Home,43,Saturday,44,2025-11
2025-11-02,PROD-005,Coffee Mug,Home,35,Sunday,44,2025-11
2025-11-03,PROD-005,Coffee Mug,Home,36,Monday,45,2025-11
2025-11-04,PROD-005,Coffee Mug,Home,32,Tuesday,45,2025-11
2025-11-05,PROD-005,Coffee Mug,Home,44,Wednesday,45,2025-11
2025-11-06,PROD-005,Coffee Mug,Home,30,Thursday,45,2025-11
2025-11-07,PROD-005,Coffee Mug,Home,36,Friday,45,2025-11
2025-11-08,PROD-005,Coffee Mug,Home,42,Saturday,45,2025-11
2025-11-09,PROD-005,Coffee Mug,Home,42,Sunday,45,2025-11
2025-11-10,PROD-005,Coffee Mug,Home,34,Monday,46,2025-11
2025-11-11,PROD-005,Coffee Mug,Home,32,Tuesday,46,2025-11
2025-11-12,PROD-005,Coffee Mug,Home,34,Wednesday,46,2025-11
2025-11-13,PROD-005,Coffee Mug,Home,40,Thursday,46,2025-11
2025-11-14,PROD-005,Coffee Mug,Home,36,Friday,46,2025-11
2025-11-15,PROD-005,Coffee Mug,Home,45,Saturday,46,2025-11
2025-11-16,PROD-005,Coffee Mug,Home,44,Sunday,46,2025-11
2025-11-17,PROD-005,Coffee Mug,Home,26,Monday,47,2025-11
2025-11-18,PROD-005,Coffee Mug,Home,39,Tuesday,47,2025-11
2025-11-19,PROD-005,Coffee Mug,Home,49,Wednesday,47,2025-11
2025-11-20,PROD-005,Coffee Mug,Home,45,Thursday,47,2025-11
2025-11-21,PROD-005,Coffee Mug,Home,40,Friday,47,2025-11
2025-11-22,PROD-005,Coffee Mug,Home,36,Saturday,47,2025-11
2025-11-23,PROD-005,Coffee Mug,Home,44,Sunday,47,2025-11
2025-11-24,PROD-005,Coffee Mug,Home,42,Monday,48,2025-11
2025-11-25,PROD-005,Coffee Mug,Home,37,Tuesday,48,2025-11
2025-11-26,PROD-005,Coffee Mug,Home,39,Wednesday,48,2025-11
2025-11-27,PROD-005,Coffee Mug,Home,46,Thursday,48,2025-11
2025-11-28,PROD-005,Coffee Mug,Home,33,Friday,48,2025-11
2025-11-29,PROD-005,Coffee Mug,Home,36,Saturday,48,2025-11
2025-11-30,PROD-005,Coffee Mug,Home,45,Sunday,48,2025-11
2025-12-01,PROD-005,Coffee Mug,Home,40,Monday,49,2025-12
2025-12-02,PROD-005,Coffee Mug,Home,43,Tuesday,49,2025-12
2025-12-03,PROD-005,Coffee Mug,Home,40,Wednesday,49,2025-12
2025-12-04,PROD-005,Coffee Mug,Home,34,Thursday,49,2025-12
2025-12-05,PROD-005,Coffee Mug,Home,39,Friday,49,2025-12
2025-12-06,PROD-005,Coffee Mug,Home,34,Saturday,49,2025-12
2025-12-07,PROD-005,Coffee Mug,Home,39,Sunday,49,2025-12
2025-12-08,PROD-005,Coffee Mug,Home,39,Monday,50,2025-12
2025-12-09,PROD-005,Coffee Mug,Home,34,Tuesday,50,2025-12
2025-12-10,PROD-005,Coffee Mug,Home,49,Wednesday,50,2025-12
2025-12-11,PROD-005,Coffee Mug,Home,26,Thursday,50,2025-12
2025-12-12,PROD-005,Coffee Mug,Home,32,Friday,50,2025-12
2025-12-13,PROD-005,Coffee Mug,Home,34,Saturday,50,2025-12
2025-12-14,PROD-005,Coffee Mug,Home,35,Sunday,50,2025-12
2025-12-15,PROD-005,Coffee Mug,Home,31,Monday,51,2025-12
2025-12-16,PROD-005,Coffee Mug,Home,27,Tuesday,51,2025-12
2025-12-17,PROD-005,Coffee Mug,Home,38,Wednesday,51,2025-12
2025-12-18,PROD-005,Coffee Mug,Home,10,Thursday,51,2025-12
2025-12-19,PROD-005,Coffee Mug,Home,34,Friday,51,2025-12
2025-12-20,PROD-005,Coffee Mug,Home,34,Saturday,51,2025-12
2025-12-21,PROD-005,Coffee Mug,Home,32,Sunday,51,2025-12
2025-12-22,PROD-005,Coffee Mug,Home,41,Monday,52,2025-12
2025-12-23,PROD-005,Coffee Mug,Home,37,Tuesday,52,2025-12
2025-12-24,PROD-005,Coffee Mug,Home,22,Wednesday,52,2025-12
2025-12-25,PROD-005,Coffee Mug,Home,21,Thursday,52,2025-12
2025-12-26,PROD-005,Coffee Mug,Home,36,Friday,52,2025-12
2025-12-27,PROD-005,Coffee Mug,Home,31,Saturday,52,2025-12
2025-12-28,PROD-005,Coffee Mug,Home,25,Sunday,52,2025-12
2025-12-29,PROD-005,Coffee Mug,Home,35,Monday,1,2025-12
2025-12-30,PROD-005,Coffee Mug,Home,31,Tuesday,1,2025-12
2025-12-31,PROD-005,Coffee Mug,Home,31,Wednesday,1,2025-12
2026-01-01,PROD-005,Coffee Mug,Home,33,Thursday,1,2026-01
2026-01-02,PROD-005,Coffee Mug,Home,22,Friday,1,2026-01
2026-01-03,PROD-005,Coffee Mug,Home,23,Saturday,1,2026-01
2026-01-04,PROD-005,Coffee Mug,Home,40,Sunday,1,2026-01
2026-01-05,PROD-005,Coffee Mug,Home,21,Monday,2,2026-01
2026-01-06,PROD-005,Coffee Mug,Home,22,Tuesday,2,2026-01
2026-01-07,PROD-005,Coffee Mug,Home,75,Wednesday,2,2026-01
2026-01-08,PROD-005,Coffee Mug,Home,91,Thursday,2,2026-01
2026-01-09,PROD-005,Coffee Mug,Home,82,Friday,2,2026-01
2026-01-10,PROD-005,Coffee Mug,Home,35,Saturday,2,2026-01
2026-01-11,PROD-005,Coffee Mug,Home,31,Sunday,2,2026-01
2026-01-12,PROD-005,Coffee Mug,Home,52,Monday,3,2026-01
2026-01-13,PROD-005,Coffee Mug,Home,58,Tuesday,3,2026-01
2026-01-14,PROD-005,Coffee Mug,Home,47,Wednesday,3,2026-01
2026-01-15,PROD-005,Coffee Mug,Home,49,Thursday,3,2026-01
2026-01-16,PROD-005,Coffee Mug,Home,58,Friday,3,2026-01
2026-01-17,PROD-005,Coffee Mug,Home,50,Saturday,3,2026-01
2026-01-18,PROD-005,Coffee Mug,Home,56,Sunday,3,2026-01
2026-01-19,PROD-005,Coffee Mug,Home,54,Monday,4,2026-01
2026-01-20,PROD-005,Coffee Mug,Home,52,Tuesday,4,2026-01
2026-01-21,PROD-005,Coffee Mug,Home,44,Wednesday,4,2026-01
2026-01-22,PROD-005,Coffee Mug,Home,23,Thursday,4,2026-01
2026-01-23,PROD-005,Coffee Mug,Home,22,Friday,4,2026-01
2026-01-24,PROD-005,Coffee Mug,Home,30,Saturday,4,2026-01
2026-01-25,PROD-005,Coffee Mug,Home,30,Sunday,4,2026-01
2026-01-26,PROD-005,Coffee Mug,Home,29,Monday,5,2026-01
2026-01-27,PROD-005,Coffee Mug,Home,23,Tuesday,5,2026-01
2026-01-28,PROD-005,Coffee Mug,Home,29,Wednesday,5,2026-01
2026-01-29,PROD-005,Coffee Mug,Home,19,Thursday,5,2026-01
2026-01-30,PROD-005,Coffee Mug,Home,17,Friday,5,2026-01
2026-01-31,PROD-005,Coffee Mug,Home,17,Saturday,5,2026-01
2026-02-01,PROD-005,Coffee Mug,Home,27,Sunday,5,2026-02
2026-02-02,PROD-005,Coffee Mug,Home,23,Monday,6,2026-02
2026-02-03,PROD-005,Coffee Mug,Home,31,Tuesday,6,2026-02
2026-02-04,PROD-005,Coffee Mug,Home,24,Wednesday,6,2026-02
2026-02-05,PROD-005,Coffee Mug,Home,29,Thursday,6,2026-02
2026-02-06,PROD-005,Coffee Mug,Home,32,Friday,6,2026-02
2025-08-10,PROD-006,Bluetooth Speaker,Electronics,22,Sunday,32,2025-08
2025-08-11,PROD-006,Bluetooth Speaker,Electronics,22,Monday,33,2025-08
2025-08-12,PROD-006,Bluetooth Speaker,Electronics,14,Tuesday,33,2025-08
2025-08-13,PROD-006,Bluetooth Speaker,Electronics,20,Wednesday,33,2025-08
2025-08-14,PROD-006,Bluetooth Speaker,Electronics,27,Thursday,33,2025-08
2025-08-15,PROD-006,Bluetooth Speaker,Electronics,18,Friday,33,2025-08
2025-08-16,PROD-006,Bluetooth Speaker,Electronics,16,Saturday,33,2025-08
2025-08-17,PROD-006,Bluetooth Speaker,Electronics,29,Sunday,33,2025-08
2025-08-18,PROD-006,Bluetooth Speaker,Electronics,18,Monday,34,2025-08
2025-08-19,PROD-006,Bluetooth Speaker,Electronics,24,Tuesday,34,2025-08
2025-08-20,PROD-006,Bluetooth Speaker,Electronics,21,Wednesday,34,2025-08
2025-08-21,PROD-006,Bluetooth Speaker,Electronics,18,Thursday,34,2025-08
2025-08-22,PROD-006,Bluetooth Speaker,Electronics,23,Friday,34,2025-08
2025-08-23,PROD-006,Bluetooth Speaker,Electronics,34,Saturday,34,2025-08
2025-08-24,PROD-006,Bluetooth Speaker,Electronics,31,Sunday,34,2025-08
2025-08-25,PROD-006,Bluetooth Speaker,Electronics,8,Monday,35,2025-08
2025-08-26,PROD-006,Bluetooth Speaker,Electronics,21,Tuesday,35,2025-08
2025-08-27,PROD-006,Bluetooth Speaker,Electronics,23,Wednesday,35,2025-08
2025-08-28,PROD-006,Bluetooth Speaker,Electronics,22,Thursday,35,2025-08
2025-08-29,PROD-006,Bluetooth Speaker,Electronics,22,Friday,35,2025-08
2025-08-30,PROD-006,Bluetooth Speaker,Electronics,35,Saturday,35,2025-08
2025-08-31,PROD-006,Bluetooth Speaker,Electronics,36,Sunday,35,2025-08
2025-09-01,PROD-006,Bluetooth Speaker,Electronics,9,Monday,36,2025-09
2025-09-02,PROD-006,Bluetooth Speaker,Electronics,16,Tuesday,36,2025-09
2025-09-03,PROD-006,Bluetooth Speaker,Electronics,22,Wednesday,36,2025-09
2025-09-04,PROD-006,Bluetooth Speaker,Electronics,27,Thursday,36,2025-09
2025-09-05,PROD-006,Bluetooth Speaker,Electronics,25,Friday,36,2025-09
2025-09-06,PROD-006,Bluetooth Speaker,Electronics,26,Saturday,36,2025-09
2025-09-07,PROD-006,Bluetooth Speaker,Electronics,33,Sunday,36,2025-09
2025-09-08,PROD-006,Bluetooth Speaker,Electronics,19,Monday,37,2025-09
2025-09-09,PROD-006,Bluetooth Speaker,Electronics,20,Tuesday,37,2025-09
2025-09-10,PROD-006,Bluetooth Speaker,Electronics,23,Wednesday,37,2025-09
2025-09-11,PROD-006,Bluetooth Speaker,Electronics,25,Thursday,37,2025-09
2025-09-12,PROD-006,Bluetooth Speaker,Electronics,23,Friday,37,2025-09
2025-09-13,PROD-006,Bluetooth Speaker,Electronics,21,Saturday,37,2025-09
2025-09-14,PROD-006,Bluetooth Speaker,Electronics,29,Sunday,37,2025-09
2025-09-15,PROD-006,Bluetooth Speaker,Electronics,15,Monday,38,2025-09
2025-09-16,PROD-006,Bluetooth Speaker,Electronics,20,Tuesday,38,2025-09
2025-09-17,PROD-006,Bluetooth Speaker,Electronics,17,Wednesday,38,2025-09
2025-09-18,PROD-006,Bluetooth Speaker,Electronics,22,Thursday,38,2025-09
2025-09-19,PROD-006,Bluetooth Speaker,Electronics,28,Friday,38,2025-09
2025-09-20,PROD-006,Bluetooth Speaker,Electronics,23,Saturday,38,2025-09
2025-09-21,PROD-006,Bluetooth Speaker,Electronics,30,Sunday,38,2025-09
2025-09-22,PROD-006,Bluetooth Speaker,Electronics,15,Monday,39,2025-09
2025-09-23,PROD-006,Bluetooth Speaker,Electronics,20,Tuesday,39,2025-09
2025-09-24,PROD-006,Bluetooth Speaker,Electronics,26,Wednesday,39,2025-09
2025-09-25,PROD-006,Bluetooth Speaker,Electronics,11,Thursday,39,2025-09
2025-09-26,PROD-006,Bluetooth Speaker,Electronics,18,Friday,39,2025-09
2025-09-27,PROD-006,Bluetooth Speaker,Electronics,26,Saturday,39,2025-09
2025-09-28,PROD-006,Bluetooth Speaker,Electronics,29,Sunday,39,2025-09
2025-09-29,PROD-006,Bluetooth Speaker,Electronics,18,Monday,40,2025-09
2025-09-30,PROD-006,Bluetooth Speaker,Electronics,18,Tuesday,40,2025-09
2025-10-01,PROD-006,Bluetooth Speaker,Electronics,31,Wednesday,40,2025-10
2025-10-02,PROD-006,Bluetooth Speaker,Electronics,15,Thursday,40,2025-10
2025-10-03,PROD-006,Bluetooth Speaker,Electronics,28,Friday,40,2025-10
2025-10-04,PROD-006,Bluetooth Speaker,Electronics,25,Saturday,40,2025-10
2025-10-05,PROD-006,Bluetooth Speaker,Electronics,29,Sunday,40,2025-10
2025-10-06,PROD-006,Bluetooth Speaker,Electronics,29,Monday,41,2025-10
2025-10-07,PROD-006,Bluetooth Speaker,Electronics,22,Tuesday,41,2025-10
2025-10-08,PROD-006,Bluetooth Speaker,Electronics,22,Wednesday,41,2025-10
2025-10-09,PROD-006,Bluetooth Speaker,Electronics,28,Thursday,41,2025-10
2025-10-10,PROD-006,Bluetooth Speaker,Electronics,28,Friday,41,2025-10
2025-10-11,PROD-006,Bluetooth Speaker,Electronics,22,Saturday,41,2025-10
2025-10-12,PROD-006,Bluetooth Speaker,Electronics,28,Sunday,41,2025-10
2025-10-13,PROD-006,Bluetooth Speaker,Electronics,9,Monday,42,2025-10
2025-10-14,PROD-006,Bluetooth Speaker,Electronics,15,Tuesday,42,2025-10
2025-10-15,PROD-006,Bluetooth Speaker,Electronics,22,Wednesday,42,2025-10
2025-10-16,PROD-006,Bluetooth Speaker,Electronics,17,Thursday,42,2025-10
2025-10-17,PROD-006,Bluetooth Speaker,Electronics,24,Friday,42,2025-10
2025-10-18,PROD-006,Bluetooth Speaker,Electronics,26,Saturday,42,2025-10
2025-10-19,PROD-006,Bluetooth Speaker,Electronics,29,Sunday,42,2025-10
2025-10-20,PROD-006,Bluetooth Speaker,Electronics,16,Monday,43,2025-10
2025-10-21,PROD-006,Bluetooth Speaker,Electronics,14,Tuesday,43,2025-10
2025-10-22,PROD-006,Bluetooth Speaker,Electronics,28,Wednesday,43,2025-10
2025-10-23,PROD-006,Bluetooth Speaker,Electronics,18,Thursday,43,2025-10
2025-10-24,PROD-006,Bluetooth Speaker,Electronics,26,Friday,43,2025-10
2025-10-25,PROD-006,Bluetooth Speaker,Electronics,35,Saturday,43,2025-10
2025-10-26,PROD-006,Bluetooth Speaker,Electronics,28,Sunday,43,2025-10
2025-10-27,PROD-006,Bluetooth Speaker,Electronics,15,Monday,44,2025-10
2025-10-28,PROD-006,Bluetooth Speaker,Electronics,18,Tuesday,44,2025-10
2025-10-29,PROD-006,Bluetooth Speaker,Electronics,27,Wednesday,44,2025-10
2025-10-30,PROD-006,Bluetooth Speaker,Electronics,23,Thursday,44,2025-10
2025-10-31,PROD-006,Bluetooth Speaker,Electronics,18,Friday,44,2025-10
2025-11-01,PROD-006,Bluetooth Speaker,Electronics,32,Saturday,44,2025-11
2025-11-02,PROD-006,Bluetooth Speaker,Electronics,33,Sunday,44,2025-11
2025-11-03,PROD-006,Bluetooth Speaker,Electronics,18,Monday,45,2025-11
2025-11-04,PROD-006,Bluetooth Speaker,Electronics,23,Tuesday,45,2025-11
2025-11-05,PROD-006,Bluetooth Speaker,Electronics,24,Wednesday,45,2025-11
2025-11-06,PROD-006,Bluetooth Speaker,Electronics,22,Thursday,45,2025-11
2025-11-07,PROD-006,Bluetooth Speaker,Electronics,19,Friday,45,2025-11
2025-11-08,PROD-006,Bluetooth Speaker,Electronics,36,Saturday,45,2025-11
2025-11-09,PROD-006,Bluetooth Speaker,Electronics,35,Sunday,45,2025-11
2025-11-10,PROD-006,Bluetooth Speaker,Electronics,24,Monday,46,2025-11
2025-11-11,PROD-006,Bluetooth Speaker,Electronics,29,Tuesday,46,2025-11
2025-11-12,PROD-006,Bluetooth Speaker,Electronics,29,Wednesday,46,2025-11
2025-11-13,PROD-006,Bluetooth Speaker,Electronics,28,Thursday,46,2025-11
2025-11-14,PROD-006,Bluetooth Speaker,Electronics,16,Friday,46,2025-11
2025-11-15,PROD-006,Bluetooth Speaker,Electronics,39,Saturday,46,2025-11
2025-11-16,PROD-006,Bluetooth Speaker,Electronics,33,Sunday,46,2025-11
2025-11-17,PROD-006,Bluetooth Speaker,Electronics,24,Monday,47,2025-11
2025-11-18,PROD-006,Bluetooth Speaker,Electronics,25,Tuesday,47,2025-11
2025-11-19,PROD-006,Bluetooth Speaker,Electronics,30,Wednesday,47,2025-11
2025-11-20,PROD-006,Bluetooth Speaker,Electronics,31,Thursday,47,2025-11
2025-11-21,PROD-006,Bluetooth Speaker,Electronics,32,Friday,47,2025-11
2025-11-22,PROD-006,Bluetooth Speaker,Electronics,37,Saturday,47,2025-11
2025-11-23,PROD-006,Bluetooth Speaker,Electronics,36,Sunday,47,2025-11
2025-11-24,PROD-006,Bluetooth Speaker,Electronics,7,Monday,48,2025-11
2025-11-25,PROD-006,Bluetooth Speaker,Electronics,22,Tuesday,48,2025-11
2025-11-26,PROD-006,Bluetooth Speaker,Electronics,22,Wednesday,48,2025-11
2025-11-27,PROD-006,Bluetooth Speaker,Electronics,33,Thursday,48,2025-11
2025-11-28,PROD-006,Bluetooth Speaker,Electronics,33,Friday,48,2025-11
2025-11-29,PROD-006,Bluetooth Speaker,Electronics,33,Saturday,48,2025-11
2025-11-30,PROD-006,Bluetooth Speaker,Electronics,33,Sunday,48,2025-11
2025-12-01,PROD-006,Bluetooth Speaker,Electronics,22,Monday,49,2025-12
2025-12-02,PROD-006,Bluetooth Speaker,Electronics,22,Tuesday,49,2025-12
2025-12-03,PROD-006,Bluetooth Speaker,Electronics,20,Wednesday,49,2025-12
2025-12-04,PROD-006,Bluetooth Speaker,Electronics,19,Thursday,49,2025-12
2025-12-05,PROD-006,Bluetooth Speaker,Electronics,30,Friday,49,2025-12
2025-12-06,PROD-006,Bluetooth Speaker,Electronics,41,Saturday,49,2025-12
2025-12-07,PROD-006,Bluetooth Speaker,Electronics,33,Sunday,49,2025-12
2025-12-08,PROD-006,Bluetooth Speaker,Electronics,26,Monday,50,2025-12
2025-12-09,PROD-006,Bluetooth Speaker,Electronics,28,Tuesday,50,2025-12
2025-12-10,PROD-006,Bluetooth Speaker,Electronics,22,Wednesday,50,2025-12
2025-12-11,PROD-006,Bluetooth Speaker,Electronics,27,Thursday,50,2025-12
2025-12-12,PROD-006,Bluetooth Speaker,Electronics,26,Friday,50,2025-12
2025-12-13,PROD-006,Bluetooth Speaker,Electronics,43,Saturday,50,2025-12
2025-12-14,PROD-006,Bluetooth Speaker,Electronics,43,Sunday,50,2025-12
2025-12-15,PROD-006,Bluetooth Speaker,Electronics,19,Monday,51,2025-12
2025-12-16,PROD-006,Bluetooth Speaker,Electronics,26,Tuesday,51,2025-12
2025-12-17,PROD-006,Bluetooth Speaker,Electronics,32,Wednesday,51,2025-12
2025-12-18,PROD-006,Bluetooth Speaker,Electronics,30,Thursday,51,2025-12
2025-12-19,PROD-006,Bluetooth Speaker,Electronics,29,Friday,51,2025-12
2025-12-20,PROD-006,Bluetooth Speaker,Electronics,40,Saturday,51,2025-12
2025-12-21,PROD-006,Bluetooth Speaker,Electronics,29,Sunday,51,2025-12
2025-12-22,PROD-006,Bluetooth Speaker,Electronics,22,Monday,52,2025-12
2025-12-23,PROD-006,Bluetooth Speaker,Electronics,19,Tuesday,52,2025-12
2025-12-24,PROD-006,Bluetooth Speaker,Electronics,29,Wednesday,52,2025-12
2025-12-25,PROD-006,Bluetooth Speaker,Electronics,22,Thursday,52,2025-12
2025-12-26,PROD-006,Bluetooth Speaker,Electronics,27,Friday,52,2025-12
2025-12-27,PROD-006,Bluetooth Speaker,Electronics,36,Saturday,52,2025-12
2025-12-28,PROD-006,Bluetooth Speaker,Electronics,36,Sunday,52,2025-12
2025-12-29,PROD-006,Bluetooth Speaker,Electronics,18,Monday,1,2025-12
2025-12-30,PROD-006,Bluetooth Speaker,Electronics,27,Tuesday,1,2025-12
2025-12-31,PROD-006,Bluetooth Speaker,Electronics,27,Wednesday,1,2025-12
2026-01-01,PROD-006,Bluetooth Speaker,Electronics,19,Thursday,1,2026-01
2026-01-02,PROD-006,Bluetooth Speaker,Electronics,8,Friday,1,2026-01
2026-01-03,PROD-006,Bluetooth Speaker,Electronics,31,Saturday,1,2026-01
2026-01-04,PROD-006,Bluetooth Speaker,Electronics,36,Sunday,1,2026-01
